,Date,Day_of_Week,Time_Slot,Route_ID,Route_Name,Bus_ID,Driver_ID,Bus_Type,Total_Seats,Seats_Booked,Occupancy_Rate (%),Ticket_Price,Revenue_Per_Trip,Fuel_Consumption_Liters,Fuel_Efficiency_KMPL,Maintenance_Status,Last_Service_Date,Breakdown_Incidents,Disruption_Likelihood,Risk_Score,Delay_Probability,Expense_Per_Trip,Profit_Per_Trip,Weather,Festival_Season,Holiday,Special_Event,Avg_Travel_Time (mins),Delay_Mins,Start_Desitination,End_Destination,Distance_KM
1050,07-04-2024,Sunday,Morning,344,Gandhinagar-Bhavnagar,GJ08-Non-AC-181,D178,Express,40,34,85,150,5100,9.36,4.6,Good,13-03-2024,3,0.46,High,0.21,4851,249,Clear,0,0,IPL Match,296,28,Gandhinagar,Bhavnagar,82
1051,11-04-2024,Thursday,Morning,127,Vadodara-Surat,GJ07-AC-337,D392,Sleeper,50,36,72,250,9000,9.3,4.81,Needs Repair,16-05-2024,1,0.2,Low,0.47,3216,5784,Clear,1,1,Festival Season,249,25,Vadodara,Surat,207
1052,27-01-2024,Saturday,Morning,353,Gandhinagar-Bhavnagar,GJ09-Sleeper-287,D352,AC,40,56,140,250,14000,7.15,5.19,Needs Repair,26-04-2024,1,0.85,High,0.21,6579,7421,Rainy,1,1,Navratri,234,9,Gandhinagar,Bhavnagar,175
1053,28-03-2024,Thursday,Morning,195,Vadodara-Surat,GJ05-Express-129,D356,Sleeper,50,48,96,150,7200,9.7,5.2,Good,28-03-2024,2,0.21,Medium,0.69,4587,2613,Rainy,1,0,Festival Season,258,8,Vadodara,Surat,209
1054,28-06-2024,Friday,Night,132,Surat-Rajkot,GJ02-Sleeper-414,D434,Express,40,53,132.5,150,7950,9.16,5.75,Good,13-03-2024,3,0.85,High,0.66,4838,3112,Foggy,0,0,IPL Match,201,23,Surat,Rajkot,219
1055,08-01-2024,Monday,Morning,108,Gandhinagar-Bhavnagar,GJ08-Sleeper-335,D335,Express,40,26,65,200,5200,8.31,5.68,Needs Repair,09-01-2024,2,0.37,Medium,0.22,3518,1682,Foggy,0,0,IPL Match,257,11,Gandhinagar,Bhavnagar,171
1056,19-01-2024,Friday,Afternoon,332,Surat-Rajkot,GJ06-Express-123,D327,Express,40,28,70,200,5600,8.14,4.52,Good,17-04-2024,3,0.3,Low,0.44,5455,145,Foggy,1,0,Navratri,144,29,Surat,Rajkot,187
1057,23-04-2024,Tuesday,Afternoon,229,Ahmedabad-Vadodara,GJ06-Sleeper-358,D280,Sleeper,40,30,75,300,9000,9.87,5.01,Good,02-06-2024,0,0.27,High,0.62,3121,5879,Foggy,1,0,IPL Match,207,26,Ahmedabad,Vadodara,164
1058,03-01-2024,Wednesday,Morning,331,Gandhinagar-Bhavnagar,GJ05-AC-425,D424,AC,40,32,80,300,9600,7.15,4.18,Good,13-06-2024,2,0.29,High,0.65,3766,5834,Rainy,0,1,,194,8,Gandhinagar,Bhavnagar,213
1059,20-06-2024,Thursday,Morning,188,Ahmedabad-Vadodara,GJ06-Express-275,D215,AC,40,44,110,250,11000,7.62,5.21,Good,17-03-2024,2,0.79,High,0.41,4324,6676,Clear,1,1,Festival Season,269,12,Ahmedabad,Vadodara,211
1060,23-04-2024,Tuesday,Morning,267,Gandhinagar-Bhavnagar,GJ02-Express-193,D307,Sleeper,50,36,72,200,7200,7.1,5.48,Needs Repair,21-06-2024,3,0.2,Low,0.7,6111,1089,Clear,0,1,Navratri,124,26,Gandhinagar,Bhavnagar,77
1061,17-06-2024,Monday,Night,394,Ahmedabad-Vadodara,GJ09-AC-396,D218,Express,50,59,118,250,14750,6.6,5.04,Needs Repair,16-01-2024,2,0.71,High,0.51,6462,8288,Clear,0,1,IPL Match,149,16,Ahmedabad,Vadodara,60
1062,31-05-2024,Friday,Morning,438,Ahmedabad-Vadodara,GJ04-Non-AC-267,D100,AC,60,57,95,300,17100,8.81,5.26,Needs Repair,22-02-2024,2,0.68,Low,0.34,5185,11915,Rainy,0,0,Navratri,192,10,Ahmedabad,Vadodara,216
1063,02-02-2024,Friday,Afternoon,305,Vadodara-Surat,GJ03-Sleeper-328,D260,Express,50,40,80,300,12000,6.51,5.61,Good,27-06-2024,2,0.8,Medium,0.39,3813,8187,Foggy,1,0,Navratri,143,11,Vadodara,Surat,96
1064,06-04-2024,Saturday,Afternoon,375,Vadodara-Surat,GJ03-AC-487,D348,Express,40,21,52.5,150,3150,6.99,4.21,Needs Repair,12-04-2024,0,0.37,High,0.59,5860,-2710,Foggy,1,0,IPL Match,286,5,Vadodara,Surat,176
1065,14-03-2024,Thursday,Night,124,Surat-Rajkot,GJ08-AC-148,D493,AC,40,30,75,150,4500,7.18,5.13,Needs Repair,05-06-2024,2,0.58,Low,0.59,4573,-73,Clear,1,0,Festival Season,171,13,Surat,Rajkot,196
1066,14-02-2024,Wednesday,Morning,186,Ahmedabad-Vadodara,GJ05-Sleeper-332,D426,Non-AC,40,33,82.5,150,4950,6.78,4.71,Needs Repair,12-06-2024,1,0.16,High,0.48,5652,-702,Rainy,1,1,Navratri,141,12,Ahmedabad,Vadodara,167
1067,03-03-2024,Sunday,Afternoon,153,Vadodara-Surat,GJ05-Sleeper-227,D153,Sleeper,40,49,122.5,150,7350,7.21,4.32,Good,27-04-2024,3,0.57,Low,0.67,3710,3640,Clear,1,1,IPL Match,147,5,Vadodara,Surat,192
1068,05-02-2024,Monday,Night,170,Ahmedabad-Vadodara,GJ04-Express-369,D134,Express,60,50,83.33,150,7500,9.97,4.52,Needs Repair,14-03-2024,1,0.13,Medium,0.8,4481,3019,Foggy,0,1,,293,10,Ahmedabad,Vadodara,175
1069,14-06-2024,Friday,Morning,168,Surat-Rajkot,GJ05-AC-177,D117,Non-AC,50,54,108,150,8100,8.56,5.29,Needs Repair,23-05-2024,2,0.69,Low,0.57,4716,3384,Foggy,0,0,IPL Match,282,21,Surat,Rajkot,205
1070,11-01-2024,Thursday,Night,448,Gandhinagar-Bhavnagar,GJ09-Non-AC-106,D100,AC,40,54,135,150,8100,7.17,5.64,Needs Repair,23-03-2024,3,0.33,High,0.38,4459,3641,Foggy,0,0,Festival Season,200,26,Gandhinagar,Bhavnagar,201
1071,15-01-2024,Monday,Afternoon,161,Surat-Rajkot,GJ09-Express-286,D236,Non-AC,50,33,66,150,4950,8,5.84,Needs Repair,29-03-2024,3,0.64,High,0.17,6967,-2017,Foggy,0,0,Navratri,125,11,Surat,Rajkot,121
1072,23-06-2024,Sunday,Morning,279,Vadodara-Surat,GJ02-Express-334,D439,Express,40,46,115,150,6900,6.85,4.02,Good,21-06-2024,2,0.53,Low,0.79,4762,2138,Foggy,1,0,,191,6,Vadodara,Surat,156
1073,02-04-2024,Tuesday,Morning,464,Ahmedabad-Vadodara,GJ01-Sleeper-485,D306,Non-AC,40,28,70,300,8400,10.34,5.54,Good,19-04-2024,0,0.11,Low,0.22,4560,3840,Rainy,0,0,IPL Match,283,10,Ahmedabad,Vadodara,186
1074,13-06-2024,Thursday,Night,175,Gandhinagar-Bhavnagar,GJ02-Non-AC-201,D140,Sleeper,60,30,50,200,6000,8.85,4.32,Needs Repair,18-04-2024,1,0.83,Low,0.72,3692,2308,Clear,1,1,IPL Match,216,26,Gandhinagar,Bhavnagar,224
1075,20-05-2024,Monday,Afternoon,266,Surat-Rajkot,GJ01-Sleeper-263,D471,Express,50,39,78,200,7800,8.65,4.75,Needs Repair,09-05-2024,2,0.72,Low,0.61,4071,3729,Foggy,1,1,,145,16,Surat,Rajkot,82
1076,24-01-2024,Wednesday,Morning,466,Ahmedabad-Vadodara,GJ05-Sleeper-431,D366,AC,50,36,72,200,7200,6.8,4.22,Needs Repair,13-04-2024,2,0.16,Medium,0.63,4771,2429,Clear,0,1,,156,29,Ahmedabad,Vadodara,239
1077,31-05-2024,Friday,Night,484,Vadodara-Surat,GJ03-Express-182,D470,Express,60,20,33.33,200,4000,10.48,4.63,Good,09-04-2024,1,0.74,Low,0.62,5233,-1233,Clear,1,0,IPL Match,296,6,Vadodara,Surat,68
1078,19-05-2024,Sunday,Morning,234,Surat-Rajkot,GJ03-Sleeper-315,D368,Sleeper,40,26,65,300,7800,10.29,5.02,Needs Repair,08-06-2024,1,0.86,High,0.63,6132,1668,Foggy,1,0,IPL Match,261,11,Surat,Rajkot,244
1079,11-03-2024,Monday,Afternoon,203,Surat-Rajkot,GJ04-Sleeper-247,D335,Non-AC,60,58,96.67,200,11600,8.73,5.8,Good,18-06-2024,3,0.47,Low,0.39,6475,5125,Rainy,1,1,,144,4,Surat,Rajkot,123
1080,13-03-2024,Wednesday,Night,382,Gandhinagar-Bhavnagar,GJ01-Non-AC-294,D364,Non-AC,40,45,112.5,200,9000,9.41,4.71,Good,13-05-2024,1,0.84,High,0.24,3457,5543,Rainy,1,1,,269,0,Gandhinagar,Bhavnagar,217
1081,18-02-2024,Sunday,Night,370,Surat-Rajkot,GJ01-AC-343,D111,AC,50,56,112,250,14000,7.95,4.88,Needs Repair,20-01-2024,0,0.53,Medium,0.1,6949,7051,Clear,0,1,Navratri,132,10,Surat,Rajkot,224
1082,06-01-2024,Saturday,Afternoon,307,Gandhinagar-Bhavnagar,GJ04-Non-AC-126,D203,AC,50,20,40,150,3000,6.89,5.84,Needs Repair,27-03-2024,3,0.89,Low,0.56,4016,-1016,Clear,1,1,Festival Season,156,10,Gandhinagar,Bhavnagar,242
1083,15-01-2024,Monday,Afternoon,202,Gandhinagar-Bhavnagar,GJ07-Express-329,D483,AC,60,21,35,200,4200,9.88,5.57,Good,21-04-2024,3,0.86,High,0.69,6536,-2336,Rainy,1,0,IPL Match,126,10,Gandhinagar,Bhavnagar,206
1084,17-02-2024,Saturday,Night,102,Vadodara-Surat,GJ02-AC-100,D245,Non-AC,40,45,112.5,150,6750,9.03,4.91,Good,01-01-2024,0,0.23,Low,0.39,3055,3695,Foggy,1,0,IPL Match,141,20,Vadodara,Surat,227
1085,07-03-2024,Thursday,Morning,196,Ahmedabad-Vadodara,GJ04-AC-411,D192,AC,60,45,75,150,6750,6.55,4.31,Needs Repair,17-06-2024,3,0.51,Medium,0.76,5390,1360,Clear,1,1,IPL Match,204,26,Ahmedabad,Vadodara,147
1086,05-05-2024,Sunday,Night,256,Surat-Rajkot,GJ07-AC-476,D106,AC,50,31,62,300,9300,9.77,5.9,Good,01-04-2024,2,0.89,Medium,0.28,3175,6125,Rainy,0,1,Festival Season,250,22,Surat,Rajkot,190
1087,02-05-2024,Thursday,Night,293,Ahmedabad-Vadodara,GJ08-Sleeper-329,D408,Non-AC,50,38,76,300,11400,10,5.3,Needs Repair,16-02-2024,2,0.13,Medium,0.19,5306,6094,Foggy,1,1,,278,17,Ahmedabad,Vadodara,178
1088,21-05-2024,Tuesday,Afternoon,280,Ahmedabad-Vadodara,GJ03-Express-104,D494,Sleeper,50,50,100,200,10000,7.34,4.32,Needs Repair,20-05-2024,0,0.65,Low,0.72,6226,3774,Clear,0,1,,179,20,Ahmedabad,Vadodara,211
1089,09-05-2024,Thursday,Night,128,Surat-Rajkot,GJ07-Sleeper-276,D481,Express,60,40,66.67,150,6000,7.64,4.2,Good,07-06-2024,2,0.65,Low,0.11,4021,1979,Rainy,0,0,Festival Season,190,23,Surat,Rajkot,142
1090,27-04-2024,Saturday,Night,305,Gandhinagar-Bhavnagar,GJ09-Express-304,D223,Non-AC,50,36,72,200,7200,9.22,4.1,Good,03-05-2024,1,0.52,High,0.23,5823,1377,Foggy,1,0,,182,7,Gandhinagar,Bhavnagar,225
1091,23-01-2024,Tuesday,Night,479,Vadodara-Surat,GJ04-Sleeper-216,D345,AC,60,44,73.33,150,6600,8.8,4.14,Good,26-03-2024,3,0.39,Low,0.71,5364,1236,Rainy,1,1,,208,23,Vadodara,Surat,97
1092,17-01-2024,Wednesday,Morning,232,Surat-Rajkot,GJ07-AC-110,D199,AC,60,52,86.67,300,15600,6.51,5.8,Needs Repair,07-02-2024,0,0.59,High,0.62,4770,10830,Clear,0,1,Festival Season,222,0,Surat,Rajkot,226
1093,06-02-2024,Tuesday,Afternoon,248,Vadodara-Surat,GJ04-Non-AC-146,D412,AC,50,42,84,250,10500,8.47,5.31,Needs Repair,26-01-2024,0,0.57,High,0.23,6803,3697,Clear,0,1,Navratri,164,23,Vadodara,Surat,113
1094,15-05-2024,Wednesday,Morning,397,Vadodara-Surat,GJ02-Express-144,D367,Sleeper,60,45,75,300,13500,9.24,5.29,Good,22-02-2024,2,0.35,Low,0.16,3928,9572,Foggy,0,0,IPL Match,134,8,Vadodara,Surat,110
1095,22-05-2024,Wednesday,Afternoon,109,Vadodara-Surat,GJ05-Express-201,D290,Express,40,55,137.5,250,13750,8.97,5.85,Good,04-05-2024,1,0.61,High,0.13,3517,10233,Foggy,1,0,Navratri,161,17,Vadodara,Surat,206
1096,19-05-2024,Sunday,Afternoon,274,Vadodara-Surat,GJ02-AC-233,D464,Express,60,59,98.33,300,17700,8.63,4.5,Needs Repair,23-03-2024,3,0.77,Medium,0.17,5685,12015,Rainy,1,1,,185,25,Vadodara,Surat,88
1097,18-01-2024,Thursday,Night,397,Vadodara-Surat,GJ04-Non-AC-141,D129,Express,60,30,50,200,6000,8.49,4.37,Good,16-06-2024,1,0.32,Low,0.14,6901,-901,Clear,1,0,Festival Season,299,4,Vadodara,Surat,177
1098,10-01-2024,Wednesday,Afternoon,423,Gandhinagar-Bhavnagar,GJ08-AC-260,D242,Express,50,31,62,150,4650,9.14,4.33,Good,13-06-2024,1,0.21,Medium,0.37,4506,144,Clear,1,1,Festival Season,221,12,Gandhinagar,Bhavnagar,137
1099,29-06-2024,Saturday,Night,319,Surat-Rajkot,GJ02-Non-AC-479,D326,AC,40,20,50,250,5000,8.95,4.84,Good,29-04-2024,2,0.37,Medium,0.72,5694,-694,Rainy,1,1,,267,17,Surat,Rajkot,75
1100,29-01-2024,Monday,Afternoon,169,Surat-Rajkot,GJ06-Non-AC-435,D113,Non-AC,50,53,106,250,13250,7.52,5.78,Needs Repair,16-02-2024,1,0.4,High,0.1,6820,6430,Foggy,1,1,,134,30,Surat,Rajkot,66
1101,04-05-2024,Saturday,Night,319,Vadodara-Surat,GJ03-Non-AC-150,D290,Non-AC,40,36,90,250,9000,6.82,4.06,Needs Repair,22-03-2024,0,0.29,Medium,0.75,3214,5786,Rainy,1,0,Navratri,238,9,Vadodara,Surat,120
1102,16-06-2024,Sunday,Night,234,Vadodara-Surat,GJ05-Sleeper-187,D393,Sleeper,50,45,90,300,13500,6.9,5.98,Needs Repair,29-06-2024,2,0.74,High,0.52,4776,8724,Rainy,1,0,Navratri,236,30,Vadodara,Surat,62
1103,01-05-2024,Wednesday,Night,417,Ahmedabad-Vadodara,GJ07-Sleeper-182,D350,Express,40,59,147.5,200,11800,7.37,5.19,Needs Repair,18-06-2024,1,0.34,Low,0.18,5105,6695,Rainy,0,1,IPL Match,295,17,Ahmedabad,Vadodara,118
1104,06-04-2024,Saturday,Night,287,Gandhinagar-Bhavnagar,GJ05-AC-334,D316,AC,50,50,100,300,15000,7.76,4.95,Needs Repair,08-03-2024,2,0.13,High,0.3,3752,11248,Foggy,1,0,IPL Match,298,19,Gandhinagar,Bhavnagar,75
1105,05-06-2024,Wednesday,Night,122,Gandhinagar-Bhavnagar,GJ03-Sleeper-362,D349,Sleeper,50,59,118,300,17700,6.56,5.12,Good,16-04-2024,0,0.78,Low,0.61,4391,13309,Foggy,0,0,IPL Match,248,17,Gandhinagar,Bhavnagar,98
1106,10-01-2024,Wednesday,Afternoon,307,Vadodara-Surat,GJ03-Express-289,D332,Express,50,47,94,300,14100,6.76,4.51,Good,14-05-2024,2,0.34,Medium,0.36,5172,8928,Foggy,1,0,,230,18,Vadodara,Surat,244
1107,11-03-2024,Monday,Night,454,Ahmedabad-Vadodara,GJ05-Express-213,D246,AC,60,33,55,150,4950,7.62,5.96,Good,05-02-2024,1,0.83,High,0.79,6141,-1191,Rainy,1,1,Festival Season,248,20,Ahmedabad,Vadodara,56
1108,17-06-2024,Monday,Morning,168,Surat-Rajkot,GJ06-Non-AC-201,D439,Sleeper,60,25,41.67,250,6250,9.95,4.79,Good,09-03-2024,1,0.67,Medium,0.77,4214,2036,Rainy,1,1,Festival Season,287,5,Surat,Rajkot,107
1109,15-03-2024,Friday,Morning,419,Surat-Rajkot,GJ03-Express-462,D113,AC,40,43,107.5,200,8600,8.15,5.97,Good,25-04-2024,3,0.12,Medium,0.35,5110,3490,Clear,0,0,,189,16,Surat,Rajkot,98
1110,20-05-2024,Monday,Night,180,Surat-Rajkot,GJ09-Sleeper-492,D410,Sleeper,40,25,62.5,150,3750,10.36,5.58,Needs Repair,23-03-2024,1,0.62,High,0.16,3073,677,Clear,1,0,Festival Season,167,5,Surat,Rajkot,152
1111,21-05-2024,Tuesday,Morning,159,Gandhinagar-Bhavnagar,GJ07-Sleeper-147,D148,Sleeper,60,54,90,300,16200,9.22,5.75,Needs Repair,13-04-2024,0,0.23,High,0.46,4515,11685,Clear,0,1,Navratri,163,28,Gandhinagar,Bhavnagar,102
1112,19-06-2024,Wednesday,Morning,367,Gandhinagar-Bhavnagar,GJ08-Sleeper-169,D383,AC,60,43,71.67,150,6450,7.71,5.61,Needs Repair,05-01-2024,0,0.44,High,0.22,6288,162,Rainy,0,1,,248,16,Gandhinagar,Bhavnagar,242
1113,08-01-2024,Monday,Afternoon,453,Vadodara-Surat,GJ09-Express-374,D168,Non-AC,50,30,60,300,9000,10.39,4.01,Good,25-03-2024,0,0.83,High,0.8,5852,3148,Rainy,0,0,Navratri,171,27,Vadodara,Surat,111
1114,13-02-2024,Tuesday,Afternoon,101,Surat-Rajkot,GJ08-AC-496,D476,AC,40,42,105,250,10500,9.33,4.36,Good,06-05-2024,0,0.55,Low,0.66,5861,4639,Clear,1,0,IPL Match,291,16,Surat,Rajkot,66
1115,03-04-2024,Wednesday,Night,346,Vadodara-Surat,GJ09-AC-468,D453,Non-AC,60,24,40,300,7200,7.48,5.39,Good,12-01-2024,3,0.57,Low,0.39,4848,2352,Foggy,0,1,,229,24,Vadodara,Surat,220
1116,16-04-2024,Tuesday,Afternoon,308,Vadodara-Surat,GJ06-Express-484,D243,Sleeper,40,35,87.5,200,7000,10.44,4.76,Needs Repair,19-05-2024,1,0.1,High,0.74,5311,1689,Clear,0,0,Navratri,277,18,Vadodara,Surat,74
1117,27-01-2024,Saturday,Night,109,Surat-Rajkot,GJ06-Non-AC-211,D311,AC,60,27,45,250,6750,6.8,4.44,Needs Repair,18-02-2024,1,0.36,Low,0.4,3476,3274,Rainy,1,1,Festival Season,294,10,Surat,Rajkot,180
1118,01-03-2024,Friday,Afternoon,225,Vadodara-Surat,GJ06-Non-AC-444,D293,Non-AC,40,37,92.5,200,7400,9.79,5.9,Needs Repair,20-05-2024,3,0.4,Low,0.51,3039,4361,Foggy,1,0,Navratri,240,10,Vadodara,Surat,78
1119,17-05-2024,Friday,Morning,308,Surat-Rajkot,GJ05-Express-172,D416,Express,40,28,70,250,7000,10.42,5.8,Needs Repair,05-05-2024,3,0.42,High,0.45,6134,866,Clear,1,0,Festival Season,221,26,Surat,Rajkot,166
1120,13-04-2024,Saturday,Night,363,Ahmedabad-Vadodara,GJ03-Sleeper-492,D461,Sleeper,60,37,61.67,250,9250,8.42,5.4,Needs Repair,21-05-2024,2,0.23,Medium,0.42,5769,3481,Rainy,1,1,,175,0,Ahmedabad,Vadodara,209
1121,20-01-2024,Saturday,Night,385,Vadodara-Surat,GJ09-Express-243,D200,Express,40,55,137.5,150,8250,10.28,5.43,Needs Repair,26-02-2024,3,0.28,High,0.61,5068,3182,Rainy,1,0,,292,13,Vadodara,Surat,75
1122,18-03-2024,Monday,Afternoon,158,Surat-Rajkot,GJ01-AC-221,D327,Sleeper,60,60,100,200,12000,8.86,4.05,Needs Repair,17-05-2024,1,0.28,Low,0.24,5748,6252,Foggy,1,0,IPL Match,189,20,Surat,Rajkot,173
1123,10-03-2024,Sunday,Night,214,Ahmedabad-Vadodara,GJ05-Non-AC-246,D303,Express,60,27,45,250,6750,9.22,4.64,Needs Repair,06-06-2024,1,0.53,High,0.46,3421,3329,Foggy,1,1,Festival Season,203,6,Ahmedabad,Vadodara,193
1124,24-03-2024,Sunday,Night,240,Surat-Rajkot,GJ06-Express-418,D429,AC,40,60,150,300,18000,7.46,5.41,Needs Repair,09-06-2024,0,0.32,Medium,0.46,6698,11302,Clear,1,1,,156,21,Surat,Rajkot,74
1125,16-03-2024,Saturday,Afternoon,139,Vadodara-Surat,GJ04-Sleeper-236,D113,Non-AC,50,50,100,150,7500,7.24,5.37,Good,07-05-2024,0,0.78,Low,0.21,6330,1170,Clear,1,1,Festival Season,135,8,Vadodara,Surat,103
1126,18-04-2024,Thursday,Afternoon,130,Surat-Rajkot,GJ03-Express-413,D410,Non-AC,40,37,92.5,250,9250,9.36,4.88,Needs Repair,29-04-2024,3,0.7,Low,0.63,3167,6083,Clear,0,1,Navratri,143,6,Surat,Rajkot,205
1127,01-05-2024,Wednesday,Afternoon,295,Surat-Rajkot,GJ06-AC-478,D312,Sleeper,60,39,65,200,7800,8.03,4.4,Needs Repair,28-04-2024,1,0.22,High,0.24,5860,1940,Rainy,1,1,,127,18,Surat,Rajkot,122
1128,09-06-2024,Sunday,Night,125,Vadodara-Surat,GJ08-Sleeper-159,D229,Non-AC,60,52,86.67,200,10400,8.61,4.57,Needs Repair,14-06-2024,1,0.24,Low,0.16,4248,6152,Foggy,1,1,IPL Match,132,8,Vadodara,Surat,169
1129,05-06-2024,Wednesday,Afternoon,102,Gandhinagar-Bhavnagar,GJ07-Non-AC-182,D348,Express,40,35,87.5,200,7000,9.92,4.59,Good,15-03-2024,0,0.12,Low,0.14,5167,1833,Rainy,0,0,,250,11,Gandhinagar,Bhavnagar,105
1130,08-03-2024,Friday,Night,333,Surat-Rajkot,GJ03-Non-AC-468,D454,Non-AC,40,43,107.5,150,6450,6.55,4.5,Needs Repair,09-02-2024,1,0.62,High,0.23,5410,1040,Clear,1,1,Festival Season,288,30,Surat,Rajkot,114
1131,19-05-2024,Sunday,Night,152,Ahmedabad-Vadodara,GJ02-Non-AC-444,D499,Sleeper,40,56,140,300,16800,9.63,5.01,Good,05-02-2024,2,0.41,Low,0.55,6421,10379,Rainy,1,1,,167,2,Ahmedabad,Vadodara,142
1132,22-06-2024,Saturday,Night,397,Gandhinagar-Bhavnagar,GJ09-Non-AC-174,D341,AC,40,44,110,150,6600,9.81,5.49,Good,16-05-2024,2,0.2,Low,0.64,5079,1521,Clear,1,1,Navratri,288,20,Gandhinagar,Bhavnagar,135
1133,01-04-2024,Monday,Night,310,Ahmedabad-Vadodara,GJ09-AC-311,D303,Non-AC,50,46,92,200,9200,7.86,4.41,Good,05-01-2024,3,0.3,Low,0.3,4083,5117,Foggy,0,0,IPL Match,184,29,Ahmedabad,Vadodara,129
1134,29-06-2024,Saturday,Morning,294,Vadodara-Surat,GJ03-Non-AC-220,D399,Express,50,34,68,250,8500,8.64,4.36,Needs Repair,04-03-2024,2,0.44,High,0.77,4494,4006,Rainy,1,1,Navratri,272,5,Vadodara,Surat,218
1135,09-03-2024,Saturday,Morning,466,Ahmedabad-Vadodara,GJ06-AC-147,D382,Non-AC,50,38,76,250,9500,6.81,5.04,Needs Repair,13-01-2024,3,0.11,Medium,0.21,6398,3102,Foggy,0,0,Festival Season,146,29,Ahmedabad,Vadodara,157
1136,19-06-2024,Wednesday,Night,415,Gandhinagar-Bhavnagar,GJ07-Sleeper-160,D113,Non-AC,60,37,61.67,150,5550,8.57,5.31,Good,25-05-2024,0,0.2,Low,0.56,4610,940,Foggy,0,0,Navratri,211,10,Gandhinagar,Bhavnagar,228
1137,11-02-2024,Sunday,Night,358,Vadodara-Surat,GJ03-Non-AC-252,D320,Non-AC,40,48,120,150,7200,9.76,5.04,Needs Repair,20-02-2024,1,0.44,Medium,0.35,3861,3339,Rainy,1,0,Navratri,277,25,Vadodara,Surat,167
1138,25-06-2024,Tuesday,Night,180,Ahmedabad-Vadodara,GJ05-Express-269,D134,Sleeper,60,50,83.33,250,12500,8.81,4.81,Needs Repair,26-06-2024,2,0.58,Medium,0.69,6494,6006,Rainy,0,0,,280,21,Ahmedabad,Vadodara,248
1139,25-02-2024,Sunday,Morning,206,Gandhinagar-Bhavnagar,GJ04-Sleeper-189,D319,Express,60,24,40,250,6000,8.6,5.18,Good,14-06-2024,0,0.36,Medium,0.71,4078,1922,Clear,0,1,,259,22,Gandhinagar,Bhavnagar,206
1140,17-02-2024,Saturday,Morning,268,Surat-Rajkot,GJ09-AC-354,D173,Express,60,57,95,300,17100,6.76,5.73,Good,15-03-2024,2,0.19,Low,0.4,4761,12339,Clear,0,1,,206,21,Surat,Rajkot,132
1141,01-02-2024,Thursday,Night,287,Gandhinagar-Bhavnagar,GJ07-AC-376,D104,AC,40,24,60,250,6000,9.17,5.08,Good,07-01-2024,1,0.85,Low,0.28,5536,464,Foggy,0,0,Navratri,146,6,Gandhinagar,Bhavnagar,196
1142,30-05-2024,Thursday,Morning,328,Surat-Rajkot,GJ03-Sleeper-282,D243,Express,40,21,52.5,150,3150,8.76,5.21,Needs Repair,04-01-2024,2,0.71,High,0.71,5370,-2220,Clear,0,1,IPL Match,276,2,Surat,Rajkot,243
1143,09-02-2024,Friday,Afternoon,463,Vadodara-Surat,GJ06-Non-AC-184,D459,AC,60,45,75,150,6750,8.24,4.74,Good,13-04-2024,0,0.68,Low,0.75,5731,1019,Foggy,0,0,IPL Match,179,18,Vadodara,Surat,218
1144,30-04-2024,Tuesday,Afternoon,259,Gandhinagar-Bhavnagar,GJ04-AC-406,D296,Express,60,27,45,300,8100,8.34,4.52,Needs Repair,29-02-2024,0,0.65,Low,0.38,5806,2294,Clear,1,0,IPL Match,137,4,Gandhinagar,Bhavnagar,222
1145,04-02-2024,Sunday,Morning,225,Ahmedabad-Vadodara,GJ04-Express-481,D259,Express,60,58,96.67,250,14500,8.64,4.41,Needs Repair,03-04-2024,3,0.53,Low,0.46,3379,11121,Rainy,1,0,,182,11,Ahmedabad,Vadodara,64
1146,09-06-2024,Sunday,Morning,487,Surat-Rajkot,GJ04-AC-247,D219,Non-AC,40,48,120,200,9600,9.33,4.05,Needs Repair,19-06-2024,1,0.7,Low,0.41,5435,4165,Foggy,0,1,,193,6,Surat,Rajkot,180
1147,19-03-2024,Tuesday,Afternoon,213,Gandhinagar-Bhavnagar,GJ07-AC-271,D260,AC,60,49,81.67,250,12250,9.46,4.79,Needs Repair,01-01-2024,1,0.75,High,0.34,5679,6571,Rainy,0,1,Navratri,237,13,Gandhinagar,Bhavnagar,188
1148,24-03-2024,Sunday,Afternoon,306,Ahmedabad-Vadodara,GJ09-Sleeper-461,D385,Express,60,34,56.67,250,8500,8.18,5.92,Needs Repair,21-01-2024,2,0.36,Medium,0.69,4551,3949,Foggy,1,0,Festival Season,265,14,Ahmedabad,Vadodara,230
1149,29-03-2024,Friday,Morning,281,Surat-Rajkot,GJ01-Express-201,D163,Non-AC,40,58,145,200,11600,8.93,4.82,Good,01-05-2024,3,0.48,Low,0.72,4155,7445,Rainy,0,1,,170,21,Surat,Rajkot,223
1150,28-05-2024,Tuesday,Night,333,Surat-Rajkot,GJ07-Non-AC-443,D154,Express,40,59,147.5,200,11800,7.42,4.79,Good,13-03-2024,2,0.23,Low,0.22,5517,6283,Foggy,1,0,IPL Match,126,22,Surat,Rajkot,79
1151,05-02-2024,Monday,Night,222,Gandhinagar-Bhavnagar,GJ08-Sleeper-226,D409,AC,40,25,62.5,150,3750,8.38,5.27,Good,16-05-2024,0,0.61,High,0.58,3282,468,Clear,0,0,IPL Match,256,10,Gandhinagar,Bhavnagar,106
